title,Sum of view_count,Sum of like_count,Sum of comment_count
Test IQ CHALLENGE For Worm Tv Man trying to save Tv Woman? Funny Animation #shorts #game #animation,3535122,211556,50
Test IQ CHALLENGE For Banana Cat: Which Way? Maze Game | Impossible 🤣 | Funny Animation #shorts,3353885,411966,515
Teşkilat 80. Bölüm (Yeni Sezon),2588329,43913,4406
Ternyata Sudah 4 BuLan,225696,5224,2012
Terkesan,263200,15470,2690
TENGO TU NARIZ !!,8605489,365861,0
Tendai Biti and Nigel Chanakira Took Chris Mutsvangwa On Free Schooling,49593,381,241
Ten FILTR jest ZA MOCNY 😱 #shorts,284342,14065,42
Tên cướp số nhọ | #HalloweenWithShorts #shorts #beneagle #action #comedy #trending #heroic,146581713,3490315,7875
TEMU HAUL: Αξίζει τελικά;!,132557,7439,320
TEGO NIE UCHWYCIŁY KAMERY NA ROAŚCIE: DENIS LABRYGA vs DENIS ZAŁĘCKI | CLOUT MMA 2,389923,4295,707
TEEJAY - UNWANTED,1215471,36866,4759
"Teacher salah cakap ke, Otoi salah dengar? 🏃🏻💨 #PapaPipi #Exercise #SchoolLife",536507,16304,113
te rzeczy są nieinteresujące 2 🥱,378719,33124,116
"TE MUESTRO UN LUGAR CON SURUBIS GIGANTES de COSTA, PESCA en BELLA VISTA, 4 Días de pesca.",101771,2195,132
"Te doy 20,000 pesos si me traes un BALÓN DE FUTBOL",4856992,392773,537
"Te Doy 2.000€, Compra Lo Que Quieras",4066473,259860,8482
TAZAMA VIZURI BALAA LA SHOW YA ALIKIBA UZINDUZI WA AFRICAN FOOTBALL LEAGUE/AKIIMBA WIMBO WA SUMU,99900,804,89
TAZAMA PAUL MAKONDA ALIVYORUDI SERIKALINI TENA KITOFAUTI - VIDEO,132548,737,230
"TAZAMA MUONEKANO MPYA UWANJA WA MKAPA TAA KILA KONA, INTERNET BURE, RAIS SAMIA AMWAGA BILIONI 31",354409,2280,246
TASKO X MALENA - SAFIR (Official Video),47296,1823,118
TARKAN – Sen Rahat Uyu,715916,40187,3489
Taraba vs. Kolíková - divácke otázky | Na telo,114417,1010,881
Tạp Hóa Kì Quái [Tập 46] Rùa Thần Ban Sức Mạnh Songoku 🐢||  NHH TV  #shorts,2224662,51054,55
Takeshi’s Castle - Date Announcement | @BBKiVines | Prime Video India,1133152,68449,1497
TAKBONGUS,2233805,108599,5998
Tajne Sobe Ispod Kreveta Četiri Boje Izazov | Smešni Trenuci BaRaDa Challenge,118106,1158,4
"Tadeáš Kuběnka! Prestaň, prosím...",548494,41048,822
T. Danny - AKÁRKI (Official Music Video),1031243,23368,558
"SzkiTon Tv - ""Csípős"" majonéz!",47464,990,48
SVE JE LAŽ?! Vukašin progovorio o Banetu Đokiću! |HYPEBIH,47814,175,292
Suspects on motorbike tackled by cop,1422026,21173,0
Suspect shoots and wounds artist after altercation at rally for New Mexico statue,64472926,1566240,78079
Suscríbete si escogerías a SPAY en tu equipo de la escuela!! 🥹🥲,12253941,836277,17581
Surviving A Week at The Real Conjuring House,193378503,13514691,1702725
Surviving A Week at The Conjuring House PT 2: The Woods,60986990,4065444,435187
Survei Peta Dukungan Capres Cawapres Rebut Dukungan Di Pulau Jawa,865205,3828,4030
Superstar Atommy Sifa Igwe kik ulimita(Jakwecho),49269,3662,853
"SUPERLIVE: GINÁSTICA ARTÍSTICA, TÊNIS, SALTOS ORNAMENTAIS E MAIS | PAN-AMERICANO 2023 NA CAZÉTV",692330,25333,53
SUPER SCOTT McTOMINAY 🤩 | Man Utd 2-1 Brentford | Highlights,15189408,315423,14544
Super Mario Wonder (dunkview),14780504,958189,21248
Super Hack for Art Lovers😻 Draw Your Best Piece! #shorts,115743804,2184179,1675
Süper ❤️ Sibling Love 🤕✅🎥 #shorts,152929830,3972302,0
Süper ❤️ Sibling Love 💕✅🎥 #shorts,928630990,18902370,0
Süper ❤️ Sibling Love 💉🤕🎥 #shorts,1211073,26517,0
"SUNS at WARRIORS | FULL GAME HIGHLIGHTS | October 24, 2023",5059113,59772,5790
Sünnet oldum,12693328,116658,1522
Suivez le Grand Entretien avec Cheikh Bara Ndiaye,346048,9878,622
Suíça - O País Simplesmente Perfeito.,309321,24312,1432
Suhana & Basheer Bashi Love Story 💘 | Part - 2 | Mashura,692332,16019,823
SUB) 엄마 쟤 왜 집에 안 가?,285177,7248,243
Strickanleitung: Loop aus Resten stricken *mit Hindernissen* | Fair-Isle/Jacquard stricken,86194,469,21
Street Celebrity | Kayden Sharma | MTV Hustle 03 REPRESENT,3007216,195253,5527
"Stray Kids ＜樂-STAR＞ UNVEIL : TRACK 1 ""MEGAVERSE""",3070481,509389,26400
STOP! ERROU TÁ FORA ☠️⚽️,3780061,258609,440
STOCK to NOT in 16 Minutes || Navara Build,31402,926,47
Standoff 2 | Subject X,6188392,372490,38726
Stalk Ashley - TIGHTEST KITTY! (Performance Video),57207,5440,270
"SSC | EP 03: Rank, रण और Restart | Amit Bhadana",3286863,252835,16177
Srbija – Crna Gora 3:1,137416,1249,0
Squash - Freeze Cold | Official Music Video,501509,20062,1105
Squadron 42:  I Held The Line,940781,40451,7044
Springboks break French hearts | France v South Africa | Rugby World Cup 2023 Highlights,8808810,76338,11478
SPRAWDZAMY JAK DOBRZE SIĘ ZNAMY Z PRZEMKIEM PRO…,526114,32487,528
Sportivo Trinidense 2-5 Cerro Porteño | Fecha 16 | Torneo Clausura Paraguay 2023,176538,3472,264
Spider-Man 2 but the video only ends when I stop having fun,4181244,295163,11532
Spider-Man 2 | #1 | البداية وعاصفة الرمال | سبايدر مان 2,565364,38164,724
"SPIDERMAN 2 - il voto non è 0, ma è probabilmente meno di quanto gli daresti tu",49014,5591,618
Spider Man 2 [PS5] ქვიშის კაცი ნაწილი 1 (ქართულად),44912,5328,316
"SPA MURAH, SEDANG, MAHAL!!",13606445,442913,2295
SOUTH SIDE – SELINA  TESTED official trailer (Episode 6 fracas),52289,1877,133
South Africa vs Bangladesh Full Highlights - World Cup 2023 Highlights - SA vs BAN,974791,0,215
"sorry, Luke, it’s on the calendar! #ModernFamily #LukeDunphy #Shorts",12794074,883905,1903
sống ảo rồi thì đừng sống ẩu 🤓 #fansiefamily,3535575,0,166
Son of Hamas leader breaks silence: They must be stopped,4881851,117049,17331
Son Crashes Dads Truck #Shorts,25904715,1860690,5560
Sometimes you just need a purse. For your water bottle. Hot girl hike/walk girlies DO U AGREE?!,5127992,423765,2661
Şok video yayıldı - Bunu heç kim gözləmirdi - Tinden son xeberler,260341,8523,368
Söhret Memmedov - Viraneler (Official Video),739285,13853,1378
SOFTLY (Official Music Video) KARAN AUJLA | IKKY | LATEST PUNJABI SONGS 2023,21003217,760143,92256
Sobrevivo siendo POBRE en EA SPORTS FC 2024,1118750,46326,546
Sobreviví los 150 días MAS DIFICILES de MINECRAFT,6792864,660635,18624
So wholesome ❤️ (via @kenzietravers7/TT) #shorts,267485480,10666841,28350
"So Cool😼,Oscar's Lipstick Plan Will Blow Your Mind!💄 #funnycat #funnymemes #trending",24478692,307644,218
Snow Man【荒川で絶品洋食ランチ】プライベートの…４人で昼飯中。,1016180,0,3102
Sneak CANDY into CLASS 🍬😂 #shorts,25950986,0,84
ŚLĄSK - LEGIA | SKRÓT | NOKAUT WE WROCŁAWIU! DUBLET EXPOSITO| Ekstraklasa | 2023/24 | 12. kolejka,221585,2574,425
"Skull Island: Rise of Kong : A Primeira Mei...não, 16 min ta bom! (PC)[2K]",94556,14642,1450
SKRÆMMER MIN VEN I EN DAG,116194,4365,206
SKIP CHALLENGE 😱📶,136573478,5735345,3250
skibidi toilet multiverse 09,69322266,1620720,77632
Skibidi Toilet Minecraft Villager - season 01 (all episodes),1393786,13270,220
skibidi toilet 66,1703102924,58228897,5824408
Skates Vs 50 Ballons,9255915,167140,103
SKANDAU - TESTAROSSA (Official Video),97923,4040,0
Siya Kolisi reacts to beating England in a nail-biter semifinal at the Rugby World Cup,523281,4316,816
"SITEU MENACE LAC 2: ""KI SOUMAKO DIAPEY...GNIMEY WOUMA, MANE LEU TARKINDA BII...""",187727,3618,334
"Sita - ""सीता"" Episode-5 दशैं विषेश अंक |Sunisha|Bal Krishna|Raju Bhuju|Sabita Gurung|Tara K.C|Sahin|",532597,26390,1295
Sistrology Wardrobe Room Tour |Fatima Faisal,1357695,54437,2128
SISTERHOOD 💁‍♀️💪💁‍♀️ #shorts,2443061,36708,19
Sirius - Sax Lav Klini,442620,14935,1225
SIRI NZITO: CHANZO CHA VITA ISRAEL NA PALESTINA/ MCH. HANANJA AVUNJA UKIMYA,61658,418,111
SIP & GOSSIP #1 (ft. Mastu),1100312,58490,1114
Singing with corset challenge. Who won?? 🤔🤯 @PRODUSORN #beatbox #challenge #fyp,61813248,2024517,9573
Simp Gái 808 | Low G | Rap Nhà Làm,1958610,83832,6542
SIMON DICE CON EL TEAM KARMAS Y MIS HERMANITAS,4086151,225197,968
SIMON Channel I Chuyện kinh dị về lời nguyền vòng xoắn ốc của Junji Ito I Phần 4 #Shorts,2459916,78418,73
SIMON Channel I Chuyện kinh dị về lời nguyền vòng xoắn ốc của Junji Ito I Phần 3 #Shorts,3088805,93926,160
Simioni sobra no Resta Um e ocupa a última vaga na quinta Roça de A Fazenda 15,269251,4217,0
Sie war schockiert von seinem starken Arm 😂 #shorts,54792538,856096,560
SIDEMEN AMONG US CHAOS MODE BUT EVERYONE CAN HEAR EACHOTHER,6858792,329418,5937
SIDEMEN 10 YEAR ANNIVERSARY MUKBANG,17852598,785618,21099
Siblings....am I right?😔,15678297,454189,4849
Si t'avais déjà du mal à suivre... t'es mal barré 🫣,70286,5818,215
SI CONSTRUYES A LOS PAYASOS DE LA DEEP WEB TE DOY $10.000!,44233425,2256411,72207
Should I Choose Left Or Right? #shorts,13157096,281680,208
Short Friend Pranked Her First 😂 #shorts,782961438,12691401,7938
Shongshar Er Shukh Dukkho | Last Episode | Jamil Hossain | Md. Omar Faruk | Bangla Mini Series,801146,20580,1859
Shongshar Er Shukh Dukkho | Episode 6 | Mini Series | Jamil Hossain | Md. Omar Faruk | Bangla Series,1442993,26408,1288
Shocking Result of an Experiment #sankalpbharat #neet #jee #science #experiment #ytshorts #iit,45643596,1845130,4114
"She's Over 30 And Never Had A Boyfriend, So Shermin Tries To Hack Online Dating | Shermin's March",238287,3988,857
She’s still Figuring out how I did it 😜🤣😂 #shorts #couple #relationship,25057900,0,5080
She just wants to diet 🤣 #chany #C4class #chang0000,15394721,656451,548
She is LIKE THAT 😤 (via @tamarawalcott.shw/TT) #shorts,46502691,1280065,19818
She Controls Supervillains 🤡❤️,59410329,1117705,519
She can rewind time! 😳 #shorts #smolwow #funny,19245288,344127,325
Shatta Wale and Tekno - Incoming (Official Audio),513188,12372,3173
Seyi Vibez - Karma (Official Video),523193,17771,1388
Seyi Vibez - All The Time (Official Video),102551,9320,666
Sevilla Vs Arsenal 1-2 All Goals & Highlights 2023,185406,524,12
Sevilla v Arsenal Highlights | 2023-24 | UEFA Champions League,214303,1422,122
SEVENTEEN (세븐틴) '음악의 신' Official MV,504654100,13680947,939721
"Series 16, Episode 5 - 'Skateboard Division' | Full Episode | Taskmaster",414955,10008,845
Serie - Héritage - Saison 1 - Episode 01 **VOSTFR**,123647,3800,225
Série - Baabel - Saison 1 - Episode 6,844595,26676,2481
Série - Baabel - Saison 1 - Episode 5,1132474,27705,2585
"Sergej Strelac, Het-trik Mitrovića i spektakularne makazice za kraj I SPORT KLUB Fudbal",84830,1067,107
Selma Bajrami - Harem (Official Video),274077,4493,266
SEL - Aš pakelsiu (feat. Virus J) (Oficialus LIVE klipas),462941,7669,423
SECRET NUMBER DITA's Knowing Bros Compilation 😘,163374,9082,482
Secret Life: Episode 1 - KEEP A SECRET!,1732532,117460,43909
SEC Shorts - How Michigan cheats,542030,22422,1818
Sebnem Tovuzlu - Ayrılmısıq,877128,11693,1133
"Sean Paul, Manuel Turizo - Dem Time Deh (Official Video)",217110,6745,504
SE MI SUSCRIPTOR NÚMERO 5 !!,1176955,152400,472
SE FORTNITE FOSSE UN PAY TO WIN... #3,142948,13026,27
School me jalaya Ravan 😂 #shorts || jaanvi patel ||,5831986,254666,570
Schmetterlinge im Bauch 🦋 Max hat Gefühle für Elif 😍🤭 | Köln 50667 #2725,200450,3488,236
Schlatt Finds Joe Biden's Brother,8163168,570128,2170
Scary Teacher 3D vs Squid Game Wooden Hammer 5 Times Challenge Miss T vs 3 Neighbor Loser #shorts,24840112,426592,90
Scary Teacher 3D vs Squid Game Slide Pool vs Rainbow Balloon Challenge #shorts,18414984,399342,58
Scary Teacher 3D vs Squid Game Choose Correct Card vs TIC-TAC-TOE Challenge Tani and Nick Winning,159267752,3790443,1108
Scary Teacher 3D Nick vs Tani Troll Miss T vs 3 Neighbor Coconut Picking and Coffin Dance #shorts,14922994,313142,108
Scary Teacher 3D Nick and Tani vs Girl Neighbor Pranks Miss T with Ice Watermelon #shorts,19028670,378305,117
Scary Teacher 3D and Granny Are Thrown Away by a Crane Truck in Squid Game Challenge #shorts,16333625,246107,52
Save Water 💦 Save The Planet 🌏❤️ #shorts,19477738,0,196
sash. ft. Vande - Gegee (Official Music Video),979279,17041,539
Sargis Yeghiazaryan - Mardun Meke Petqa,363919,5082,184
Sao Mà Làm Khó Được Anh || The smart boy's way of handling things #shorts,3156216,0,14
"Sanja Grujić i Marko OTVORILI VRATA svog stana: Uložili u biznis SVE PARE, a smislili su ime za DETE",122815,1075,265
SANDY WALSH KESAL DENGAR SOAL RONALDO & MESSI SERTA PELUANG TIMNAS INDONESIA DI MASA DEPAN‼️,615504,17581,1405
Sandra N – Spirit de dac | Official Video,550021,13975,1027
"San Antonio Spurs vs Dallas Mavericks Full Game Highlights | October 25, 2023 | FreeDawkins",2681388,37650,2571
Sakla Beni 1. Bölüm 2. Fragmanı | Dönerse Benimdir!,570687,8820,245
Sajjan Raj Vaidya - Suna Kaanchi [Official Release],1262284,90051,3150
SAIGON PHANTOM - NHÀ VUA BẤT BẠI | CHUNG KẾT ĐTDV MÙA ĐÔNG 2023,4841454,30564,699
Säger ja till alla DMs i en vecka,886270,16826,742
Sadio Mané and Philippe Coutinho Tonight Showing Their Class!,125546,2034,43
Sabhuku Vharazipi Kukweva shazhu nemashizha,46085,1080,94
Sab k sab reh gye…..😒 #payalpanchal #shorts,32923626,1214320,854
S.O.B.A PODCAST 8. BÖLÜM w/Oğuzhan Uğur @MesutCanTomay,659289,37310,1106
Rytikal - Alibaba (Official Video),84225,8324,451
Ruotsin risteily 100€ ja 2000€ budjeteilla!,556372,17332,729
"Running out of fuel, food & water in the Simpson Desert! Do we make it? 10 days, 1000km in low range",447880,9703,689
"RUMAH BARU FUJI, Sukses di Usia 20 Tahun  #GrebekRumah",1306202,49984,3735
RS 5000 SURVIVAL CHALLENGE - Lahore to Hunza Without Money - Ep 01,616454,50412,3898
RS 5000 SURVIVAL CHALLENGE - Koi Lift Nahi De Raha,573504,42127,2869
ROZE vs CRNA HRANA 24 SATA IZAZOV!!,1721585,76608,3525
ROSA REE Featuring MBOGI GENJE - AWUOH (Official Video),333960,23849,3578
Ropex - Barbie (Prod.Paris Kalpos) (Official Music Video),341057,9840,297
RONIE feat. KALI - DÉJÀ VU (prod. Maxo Šrámek) |Official video|,33025,1402,85
Rolling Stones' Idiotic Top 250 Guitar Players List,1855236,129782,41276
ROLAND 2023 X KAMIMO TE PHENO,426799,7127,118
Rokas Yan & Evgenya Redko - Melodramos,363964,4138,142
"Robleis, Thiago o Rush ¿Quién sabe más?",343317,19938,491
Robert De Niro n'existe pas,70021,8162,368
Robé la Gelatina de mi Hermana @AmaraQueLinda,30120518,1583550,3773
RITUALE DELLE 11 MIGLIA IN TRANSILVANIA Ft. @GianmarcoZagato,115170,9538,689
"Riflessioni su ISRAELE e PALESTINA: Storia, Guerra e Verità",27260,1972,863
RIDING the FASTEST ROLLER COASTER in the WORLD! *FERRARI WORLD ADU DHABI*,84879,2795,326
"Rick Ross, Meek Mill - Lyrical Eazy (Official Music Video)",2586047,73830,4479
Richard Hammond takes his daughter off-roading in his 700hp truck,1403092,59825,3448
Revealing my Secret 🙈💙 | BeingNavi,127982520,4771462,5032
Reto de parkour que desafía las leyes de la física !! #shorts,10468464,767236,1357
Resumo: Lusitânia 1-4 Benfica (Taça de Portugal 23/24),165150,1668,74
RESUMEN: SC BRAGA 1-2 REAL MADRID I JORNADA 3 I CHAMPIONS LEAGUE 2023/24,660518,7965,349
RESUMEN: FEYENOORD 3-1 LAZIO I JORNADA 3 I CHAMPIONS LEAGUE 2023/24,1564906,29083,2210
RESUMEN: BARCELONA 2-1 SHAKHTAR I JORNADA 3 I CHAMPIONS LEAGUE 2023/24,418211,6564,288
Resumen y goles | América 4-3 Santos | AP2023-J13 | Liga Mx | TUDN,3794896,39266,3526
RESUMEN SPORTING BRAGA - REAL MADRID,505883,4342,192
RESUMEN FC BARCELONA - SHAKHTAR,344216,4621,204
Resumen Estelar - 22 de octubre de 2023,46906,727,71
Resumen de Sevilla FC vs Real Madrid (1-1),14745457,214722,5310
Resumen de FC Barcelona vs Athletic Club (1-0),1660690,30406,647
RESUMEN CELTIC - ATLÉTICO DE MADRID,177133,2114,202
"Résumé LDC : Le PSG roule sur l'AC Milan, Zaïre-Emery ÉTINCELANT !",172952,4506,439
Résumé LDC : Le BARÇA porté par un ÉNORME Fermin Lopez contre le Shakhtar !,215376,4822,181
Résumé LDC : Dortmund REVIT face à un Newcastle MAUDIT,169351,3242,196
RESTAURACIÓN EXTREMA AL YFZ450! CAMBIO RADICAL😍| RATSQUAD,32890,2733,106
Respekt dla tego ziomka 🫡,63328,3791,40
"REMI RAZOR PART 3 - Latest 2023 Yoruba Movie Starring; Odunlade Adekola, Mercy Aigbe, Yinka Solomon",731388,7104,863
REMA NAMAKULA -TONYT,1147982,18090,2021
"Rei, YSY A - Sin Berretín (Video Oficial)",1489782,168706,6027
REFRIGERANTE OU CERVEJA: Qual Faz MAIS MAL?,226672,19211,1198
Red Velvet 레드벨벳 'Chill Kill' Mood Sampler #WENDY,195369,28664,1272
Red Velvet 레드벨벳 'Chill Kill' Mood Sampler #IRENE,329847,44305,1443
RECORD-BREAKING win for Tottenham 💪 Topping the Premier League table | ESPN FC,176790,2397,797
Reasons Why You're Single,957240,83040,4544
REAGERAR PÅ STRULA | Svartsjuka sopor,152056,9255,299
Reading Your DEPRAVED Secrets,1571945,147635,11655
REACTION al COLLEGIO 8! | COS'È IL SOLE? #5,183365,28017,208
REACCION DE MI MAMA Y GAEL EN CASA - @KARELYtips,192034,12491,1176
Ravan Bana Diya 😅  Dussehra Vlog,3860435,281452,5605
Rating Random Strangers' Model Walks In Public Part 4 😭👠,64918149,1665248,1488
Rate our outfits 1-10 😍👯‍♂️♥️,20051495,809202,5885
Ratatouille Scene Recreation,969855766,58326017,91348
RASKINUO SAM SA DEVOJKOM I OTIŠAO U DUBAI PO NOVU!,1644582,83783,4026
Rarest Things to Get in Minecraft 💎 | 0.001% Chance,285316,12159,418
